RK,TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,3PR,3PRD,WAB,SEED
1,Iowa State,B12,29,25,139.2,81.1,0.995,52.1,47.4,10.5,15.9,15.6,28.4,31.6,22.5,50.4,40.6,15.5,30.1,69.4,36.62997481271345,43.83876649650721,9.2,
2,Baylor,B12,38,23,129.0,71.6,0.9946,53.1,48.9,14.9,18.8,28.8,30.1,34.4,28.4,51.3,47.8,21.7,27.0,64.2,36.62997481271345,43.83876649650721,3.6,8.0
3,Iowa,B10,38,19,132.1,81.4,0.9901,65.6,53.7,21.9,20.2,42.3,22.5,32.4,28.8,48.3,42.1,32.4,20.8,71.1,36.62997481271345,43.83876649650721,-1.7,
4,Texas Tech,B12,32,27,134.6,90.8,0.9817,53.0,43.9,18.9,22.6,29.9,20.7,18.0,24.4,48.4,53.7,32.2,34.9,81.8,36.62997481271345,43.83876649650721,14.6,8.0
5,Arkansas,SEC,31,27,112.0,72.3,0.9736,50.3,45.0,16.8,18.1,23.1,35.8,41.8,15.8,54.1,51.7,30.0,18.9,70.0,36.62997481271345,43.83876649650721,13.4,3.0
6,Saint Louis,A10,39,18,113.5,77.0,0.9652,58.2,54.1,16.3,20.2,27.6,22.8,12.6,32.0,60.6,50.9,38.8,33.8,76.2,36.62997481271345,43.83876649650721,-1.9,1.0
7,Tennessee,SEC,32,31,123.7,90.1,0.9548,53.7,45.6,16.7,3.8,32.2,28.3,32.9,29.3,54.2,44.0,47.5,27.6,75.2,36.62997481271345,43.83876649650721,15.3,8.0
8,Belmont,OVC,30,10,125.9,93.4,0.9505,49.6,51.7,15.3,20.9,25.2,29.3,46.2,22.4,45.4,44.3,34.9,28.5,60.3,36.62997481271345,43.83876649650721,-8.4,13.0
9,Kansas,B12,32,15,129.3,97.0,0.9495,57.3,50.5,16.1,13.0,37.0,35.9,28.3,22.7,59.8,46.5,24.2,27.2,78.9,36.62997481271345,43.83876649650721,1.6,2.0
10,Illinois,B10,35,15,113.9,82.1,0.947,47.2,47.5,21.1,21.9,30.4,25.4,28.7,24.1,54.6,48.7,27.3,35.1,64.6,36.62997481271345,43.83876649650721,-1.0,7.0
11,Murray State,OVC,31,30,114.4,85.0,0.9354,42.0,46.7,9.2,20.3,31.8,27.6,33.0,30.5,51.8,44.2,22.7,31.2,63.5,36.62997481271345,43.83876649650721,17.4,
12,Creighton,BE,31,24,110.2,83.3,0.9204,56.8,40.4,14.7,12.2,36.2,27.8,38.8,31.9,56.5,46.4,43.8,36.0,73.8,36.62997481271345,43.83876649650721,9.3,10.0
13,Purdue,B10,37,12,124.3,97.5,0.9197,55.3,51.4,16.1,17.8,23.6,27.0,30.3,40.6,55.5,56.6,41.5,32.5,75.8,36.62997481271345,43.83876649650721,-5.2,
